날짜변수,메뉴,상관계수
ski_season,연회장_공깃밥,0.237769725382332
dayofweek,화담숲주막_병천순대,0.23762926110477942
dayofweek,담하_한우 차돌박이 된장찌개,0.2375166917787468
is_weekend,연회장_공깃밥,0.23749215380494532
dayofyear,미라시아_코카콜라(제로),0.23719358686368397
month,미라시아_코카콜라(제로),0.23717348888799725
is_weekend,카페테리아_한상 삼겹구이 정식(2인) 소요시간 약 15~20분,0.23694780609504107
year,연회장_공깃밥,0.2368597088051191
month,화담숲주막_찹쌀식혜,0.23685862901646942
quarter,라그로타_Gls.Sileni,0.23660260997330576
season,담하_명태회 비빔냉면,0.23648333722726614
quarter,미라시아_스텔라(무제한),0.2363389334112435
season,카페테리아_수제 등심 돈까스,0.23617888057396394
dayofweek,화담숲주막_참살이 막걸리,0.23570863228675948
is_weekend,연회장_삼겹살추가 (200g),0.23559406435135166
season,카페테리아_공깃밥(추가),0.23549139567583452
is_weekend,느티나무 셀프BBQ_잔디그늘집 대여료 (12인석),0.23519628951657384
is_weekend,연회장_왕갈비치킨,0.23505523096199504
is_holiday_eve,담하_생목살 김치찌개,0.23476368897955166
is_weekend,느티나무 셀프BBQ_육개장 사발면,0.23470005048682152
dayofweek,느티나무 셀프BBQ_쌈야채세트,0.23465991702303868
is_weekend,미라시아_쉬림프 투움바 파스타,0.23446578496015874
is_weekend,라그로타_빵 추가 (1인),0.23428041731145546
season,담하_한우 떡갈비 정식,0.23417593790194138
dayofweek,화담숲카페_아메리카노 ICE,0.2340428979698609
dayofweek,연회장_공깃밥,0.23401749093371202
dayofyear,미라시아_스프라이트,0.23375714829649466
dayofyear,담하_더덕 한우 지짐,0.23367691779713473
is_weekend,화담숲주막_병천순대,0.23362000136973876
season,미라시아_파스타면 추가(150g),0.23359275423089046
year,담하_메밀면 사리,0.23320289801038963
month,미라시아_파스타면 추가(150g),0.23309413367305443
season,카페테리아_치즈돈까스,0.23287298584674188
dayofyear,미라시아_핑크레몬에이드,0.23272920019034823
is_holiday,카페테리아_짜장면,0.23223465344260988
weekofyear,미라시아_브런치(대인) 주중,0.23185748285116814
weekofyear,화담숲주막_단호박 식혜 ,0.23177922347962993
weekofyear,미라시아_파스타면 추가(150g),0.2316650663266368
dayofyear,화담숲주막_찹쌀식혜,0.2314723419941385
weekofyear,미라시아_코카콜라(제로),0.23142037760738368
season,미라시아_(화덕) 불고기 페퍼로니 반반피자,0.2312918154887345
is_holiday_eve,담하_메밀면 사리,0.23112404996152144
is_holiday_eve,연회장_모둠 돈육구이(3인),0.2309281444289639
season,담하_봉평메밀 물냉면,0.2307424202603546
year,담하_(정식) 물냉면 ,0.23052735472207622
dayofweek,라그로타_콜라,0.2305222188006349
weekofyear,담하_더덕 한우 지짐,0.2301591417745167
weekofyear,화담숲카페_현미뻥스크림,0.22939184945196092
is_weekend,화담숲주막_콜라,0.22932349683352035
month,미라시아_스프라이트,0.2292095934538767
quarter,담하_(정식) 물냉면 ,0.22898059176854552
dayofyear,미라시아_브런치(대인) 주중,0.2287562606204077
is_weekend,미라시아_코카콜라,0.22846054617835646
weekofyear,느티나무 셀프BBQ_1인 수저세트,0.22781640549481458
season,미라시아_칠리 치즈 프라이,0.22722919567040215
dayofweek,화담숲주막_콜라,0.22706021761527986
dayofweek,느티나무 셀프BBQ_육개장 사발면,0.2268320046448505
month,미라시아_핑크레몬에이드,0.22681806273429975
weekofyear,미라시아_스프라이트,0.22671230616914237
quarter,담하_명태회 비빔냉면,0.22651883242140827
month,미라시아_브런치(대인) 주중,0.22627745243532799
weekofyear,미라시아_핑크레몬에이드,0.22602414439241056
month,담하_더덕 한우 지짐,0.22570904958421772
month,담하_생목살 김치찌개,0.2256036962349306
year,연회장_삼겹살추가 (200g),0.22506911379136568
year,포레스트릿_떡볶이,0.22487347940020766
dayofweek,카페테리아_한상 삼겹구이 정식(2인) 소요시간 약 15~20분,0.2245382442643175
month,느티나무 셀프BBQ_햇반,0.22432161115682228
ski_season,연회장_마라샹궈,0.2242830732285931
season,카페테리아_짬뽕밥,0.2239789638816618
quarter,느티나무 셀프BBQ_햇반,0.22384856262385175
is_holiday,담하_담하 한우 불고기,0.22370208049991247
quarter,카페테리아_약 고추장 돌솥비빔밥,0.22350324488787288
ski_season,담하_황태해장국,0.22302432439333394
quarter,미라시아_(오븐) 하와이안 쉬림프 피자,0.22263402530145912
dayofyear,느티나무 셀프BBQ_햇반,0.22262719032302974
weekofyear,화담숲주막_찹쌀식혜,0.2221119183106643
dayofweek,화담숲카페_카페라떼 ICE,0.22131395413731392
dayofweek,담하_참이슬,0.22117643805922838
is_weekend,화담숲주막_느린마을 막걸리,0.22109330165452834
dayofweek,라그로타_제로콜라,0.22101999264633312
dayofweek,느티나무 셀프BBQ_일회용 소주컵,0.22101019542920308
dayofweek,느티나무 셀프BBQ_신라면,0.2209761807710631
ski_season,담하_제로콜라,0.22052923257677015
dayofweek,카페테리아_어린이 돈까스,0.22042479178665822
month,미라시아_스텔라(무제한),0.22040781414043456
is_weekend,화담숲주막_참살이 막걸리,0.22032519830185354
is_holiday,미라시아_BBQ Platter,0.21948196614724022
is_weekend,연회장_Cass Beer,0.21925969574290524
dayofyear,담하_생목살 김치찌개,0.2192588979426259
is_holiday,카페테리아_어린이 돈까스,0.21920161177352931
dayofyear,미라시아_스텔라(무제한),0.219116253404121
is_weekend,담하_(정식) 물냉면 ,0.2190803089590635
quarter,느티나무 셀프BBQ_쌈야채세트,0.21889281118725518
dayofyear,느티나무 셀프BBQ_쌈야채세트,0.21881454657274366
year,연회장_마라샹궈,0.21845964161541684
is_weekend,담하_하동 매실 칵테일,0.21829308997038163
is_holiday,담하_(정식) 물냉면 ,0.21811676467475935
dayofweek,화담숲주막_스프라이트,0.21772821344699675
season,미라시아_스텔라(무제한),0.2172758470135346
dayofweek,화담숲주막_해물파전,0.21706100356207747
season,미라시아_브런치 4인 패키지 ,0.21702773716968862
is_holiday_after,미라시아_브런치(어린이),0.21685061749209564
dayofyear,미라시아_(오븐) 하와이안 쉬림프 피자,0.21665832002243737
weekofyear,라그로타_Gls.Sileni,0.21624835178207621
is_weekend,느티나무 셀프BBQ_일회용 소주컵,0.216210068526126
is_weekend,화담숲주막_스프라이트,0.2161114601509846
is_weekend,라그로타_자몽리치에이드,0.21605212877336535
is_weekend,카페테리아_짜장면,0.21547638472246652
is_weekend,담하_봉평메밀 물냉면,0.21545071625732085
is_weekend,미라시아_레인보우칵테일(알코올),0.2150674249137288
quarter,담하_황태해장국,0.2149065161398745
dayofyear,라그로타_Gls.Sileni,0.21446460677267618
is_weekend,포레스트릿_페스츄리 소시지,0.21443852844835104
year,포레스트릿_생수,0.2144344875389605
quarter,담하_한우 우거지 국밥,0.21430235319228141
month,미라시아_(오븐) 하와이안 쉬림프 피자,0.2141380959289106
is_weekend,연회장_야채추가,0.21408153046259593
is_holiday_eve,미라시아_애플망고 에이드,0.21397381590086287
weekofyear,담하_한우 미역국 정식,0.21394734049405828
month,라그로타_Gls.Sileni,0.21388433829553638
is_weekend,화담숲주막_해물파전,0.21387355647868378
dayofyear,카페테리아_단체식 13000(신),0.2138447587208509
is_weekend,포레스트릿_치즈 핫도그,0.21382940412524973
weekofyear,느티나무 셀프BBQ_햇반,0.2134080094330675
is_holiday_eve,연회장_주먹밥 (2ea),0.21338384517424525
dayofyear,담하_한우 미역국 정식,0.21330087724423752
is_weekend,라그로타_하이네켄(생),0.2132390746805291
quarter,미라시아_코카콜라,0.2132324985238409
is_weekend,미라시아_스프라이트,0.21317326102636272
is_weekend,카페테리아_약 고추장 돌솥비빔밥,0.21309980314090826
ski_season,느티나무 셀프BBQ_허브솔트,0.21286127442695427
season,포레스트릿_아메리카노(HOT),0.21260859027891904
weekofyear,미라시아_(오븐) 하와이안 쉬림프 피자,0.21240937982724423
season,미라시아_애플망고 에이드,0.2121541617738324
weekofyear,미라시아_스텔라(무제한),0.21198074061915717
dayofweek,라그로타_알리오 에 올리오 ,0.21173529881593037
month,담하_한우 미역국 정식,0.21168110084735844
weekofyear,느티나무 셀프BBQ_쌈야채세트,0.2112688492991722
is_holiday_eve,미라시아_콥 샐러드,0.2111205300018086
dayofyear,미라시아_코카콜라,0.21106103898054232
month,느티나무 셀프BBQ_쌈야채세트,0.21097608785112992
weekofyear,담하_생목살 김치찌개,0.21060183577689126
is_holiday_eve,연회장_공깃밥,0.21056065481500355
is_holiday_eve,담하_한우 떡갈비 정식,0.21038757061620542
weekofyear,카페테리아_단체식 13000(신),0.2103756191365328
year,담하_(정식) 비빔냉면,0.21032187878330122
ski_season,연회장_삼겹살추가 (200g),0.2098443605879685
month,미라시아_코카콜라,0.20983885893477497
is_holiday_eve,미라시아_(화덕) 불고기 페퍼로니 반반피자,0.2097621399977207
is_holiday,포레스트릿_카페라떼(HOT),0.2096032666943674
is_holiday,담하_담하 한우 불고기 정식,0.20957983780237432
month,카페테리아_단체식 13000(신),0.20933275563895548
is_weekend,느티나무 셀프BBQ_신라면,0.20903787831149556
month,연회장_로제 치즈떡볶이,0.2082602185340419
ski_season,느티나무 셀프BBQ_1인 수저세트,0.2068902198982395
is_holiday_eve,연회장_돈목살 김치찌개 (밥포함),0.20681710231736064
is_holiday,담하_한우 우거지 국밥,0.20681533416438064
is_holiday_eve,연회장_왕갈비치킨,0.20658653802061572
year,담하_문막 복분자 칵테일,0.20623229557608266
dayofyear,담하_명태회 비빔냉면,0.20610429483101195
is_holiday,카페테리아_카페라떼(HOT),0.20608480852158878
dayofyear,카페테리아_단체식 18000(신),0.20602995865783924
weekofyear,카페테리아_단체식 18000(신),0.20589522791145448
year,담하_명태회 비빔냉면,0.20583473545722086
is_weekend,카페테리아_수제 등심 돈까스,0.20575026735174828
quarter,화담숲카페_아메리카노 ICE,0.2055162475238611
dayofyear,느티나무 셀프BBQ_잔디그늘집 대여료 (12인석),0.20520019122813077
ski_season,미라시아_콥 샐러드,0.20518088722569752
season,포레스트릿_복숭아 아이스티,0.20509147633979208
season,카페테리아_짜장밥,0.2050371769068261
is_weekend,담하_담하 한우 불고기 정식,0.20498270791576248
season,담하_들깨 양지탕,0.20482414853286302
dayofyear,담하_(정식) 물냉면 ,0.2048088537548413
is_weekend,라그로타_콜라,0.20427627696901388
dayofweek,미라시아_브런치(어린이),0.2041711318465792
month,담하_명태회 비빔냉면,0.204138941036392
weekofyear,미라시아_코카콜라,0.20374912789518765
ski_season,라그로타_스프라이트,0.20372772888126123
quarter,담하_명인안동소주,0.2033064530274032
season,포레스트릿_카페라떼(HOT),0.2032641421962397
season,미라시아_브런치(어린이),0.20276160555177983
dayofyear,연회장_로제 치즈떡볶이,0.2027520717413841
is_holiday_after,담하_생목살 김치찌개,0.20249988697634108
is_holiday_eve,미라시아_브런치(대인) 주말,0.20247361320049218
ski_season,라그로타_알리오 에 올리오 ,0.20234864072007266
is_weekend,담하_(단체) 은이버섯 갈비탕,0.20223124108964805
ski_season,느티나무 셀프BBQ_참이슬 (단체),0.20215929899840215
dayofweek,담하_하동 매실 칵테일,0.20185517465295583
quarter,카페테리아_단체식 13000(신),0.20140859141327488
ski_season,담하_갱시기,0.20115933145292583
season,담하_갑오징어 비빔밥,0.2010038031640302
season,포레스트릿_치즈 핫도그,0.20066069010058674
dayofweek,연회장_Conference L1,0.20043143831790516
is_holiday_eve,느티나무 셀프BBQ_햇반,0.20042543732669305
month,카페테리아_단체식 18000(신),0.20029410661776978
month,느티나무 셀프BBQ_잔디그늘집 대여료 (12인석),0.1999032082702223
ski_season,카페테리아_단체식 13000(신),0.1998253521740901
month,담하_(정식) 물냉면 ,0.19979173646178272
quarter,연회장_OPUS 2,0.19935705983768984
weekofyear,담하_명태회 비빔냉면,0.1990649110731734
is_weekend,카페테리아_아메리카노(ICE),0.19897238803714176
year,라그로타_해산물 토마토 스파게티,0.19885661243316335
is_holiday,미라시아_쉬림프 투움바 파스타,0.1975314663367396
weekofyear,담하_(정식) 물냉면 ,0.19747745269568542
quarter,라그로타_시저 샐러드 ,0.1974273756987644
is_holiday,카페테리아_약 고추장 돌솥비빔밥,0.19708382661249807
quarter,느티나무 셀프BBQ_일회용 종이컵,0.1964075805794305
is_holiday_eve,카페테리아_약 고추장 돌솥비빔밥,0.19615583350769447
weekofyear,느티나무 셀프BBQ_잔디그늘집 대여료 (12인석),0.1961208944954832
is_weekend,카페테리아_공깃밥(추가),0.19606851204150677
dayofweek,담하_봉평메밀 물냉면,0.19595553506710067
quarter,느티나무 셀프BBQ_신라면,0.19566771850783143
is_holiday,연회장_Convention Hall,0.19540052410979952
quarter,느티나무 셀프BBQ_잔디그늘집 대여료 (12인석),0.19537825415436272
season,카페테리아_구슬아이스크림,0.19534352812245706
season,카페테리아_새우튀김 우동,0.1947010696399402
ski_season,라그로타_제로콜라,0.19464957098829955
is_holiday_after,담하_한우 미역국 정식,0.19442128207605233
season,포레스트릿_카페라떼(ICE),0.1944076042392294
weekofyear,연회장_로제 치즈떡볶이,0.19390641667019928
season,연회장_로제 치즈떡볶이,0.19378969880170874
quarter,미라시아_브런치(대인) 주말,0.19370794625811946
ski_season,느티나무 셀프BBQ_쌈장,0.1933144474331895
season,포레스트릿_아메리카노(ICE),0.19318020683676057
month,미라시아_브런치(대인) 주말,0.19286069446421875
ski_season,담하_한우 차돌박이 된장찌개,0.19256396211806295
quarter,카페테리아_단체식 18000(신),0.19235456947035118
season,포레스트릿_꼬치어묵,0.19217965088136832
dayofweek,미라시아_쉬림프 투움바 파스타,0.1920542790985921
quarter,느티나무 셀프BBQ_허브솔트,0.191767842422709
ski_season,담하_공깃밥,0.19176665027304296
dayofyear,미라시아_보일링 랍스타 플래터(덜매운맛),0.19175002440344951
dayofweek,"미라시아_(단체)브런치주중 36,000",0.19150284822911903
is_weekend,카페테리아_짬뽕,0.19116313340515043
dayofyear,미라시아_브런치(대인) 주말,0.19109977882951076
season,포레스트릿_생수,0.19070567877907452
month,느티나무 셀프BBQ_신라면,0.19064992868439068
season,느티나무 셀프BBQ_1인 수저세트,0.1906210265286781
season,카페테리아_단체식 13000(신),0.19014377876475214
dayofweek,미라시아_얼그레이 하이볼,0.19012177340347494
is_weekend,화담숲카페_아메리카노 ICE,0.18970605927237053
dayofweek,미라시아_코카콜라,0.18954751211178777
is_holiday_eve,카페테리아_짜장면,0.18937897104476134
is_weekend,포레스트릿_카페라떼(HOT),0.18926099653516856
dayofyear,느티나무 셀프BBQ_신라면,0.1891650071821008
dayofweek,담하_(정식) 물냉면 ,0.1890799031421837
is_holiday_eve,담하_한우 미역국 정식,0.18903829078690063
dayofyear,연회장_OPUS 2,0.1889532712817044
season,포레스트릿_코카콜라,0.18858655564291182
season,포레스트릿_페스츄리 소시지,0.18850955057198837
dayofweek,담하_느린마을 막걸리,0.18842750248195253
season,포레스트릿_떡볶이,0.18836846551806397
ski_season,카페테리아_단체식 18000(신),0.18833610016782948
is_weekend,미라시아_공깃밥,0.18826094089977605
weekofyear,연회장_OPUS 2,0.18796539281692065
dayofweek,연회장_마라샹궈,0.18779821026724894
ski_season,연회장_왕갈비치킨,0.18778337559817215
quarter,라그로타_해산물 토마토 리조또,0.1873107956345996
year,담하_담하 한우 불고기,0.18673407995580138
is_holiday_eve,담하_한우 차돌박이 된장찌개,0.18653833052282187
month,미라시아_보일링 랍스타 플래터(덜매운맛),0.18621982141092064
ski_season,연회장_야채추가,0.18614531822033784
is_holiday,미라시아_브런치(대인) 주중,0.18589924934932353
quarter,담하_봉평메밀 물냉면,0.18586590491497465
month,연회장_OPUS 2,0.18581500051809666
is_weekend,미라시아_보일링 랍스타 플래터(덜매운맛),0.18572957318283076
is_holiday_eve,포레스트릿_카페라떼(HOT),0.1856798806070139
year,담하_더덕 한우 지짐,0.18566836533268127
weekofyear,미라시아_보일링 랍스타 플래터(덜매운맛),0.18535569796512028
is_holiday_after,담하_들깨 양지탕,0.1853305942935666
dayofweek,미라시아_스프라이트,0.18518884874020425
dayofyear,담하_명인안동소주,0.1847093054143508
is_holiday_eve,포레스트릿_페스츄리 소시지,0.1846664424896021
season,미라시아_오븐구이 윙과 킬바사소세지,0.18436408520917366
ski_season,느티나무 셀프BBQ_카스 병(단체),0.18431987885150392
weekofyear,미라시아_브런치(대인) 주말,0.1840525617645462
is_weekend,담하_(단체) 생목살 김치전골 2.0,0.1839995456269935
dayofweek,라그로타_시저 샐러드 ,0.1839261038390824
is_weekend,포레스트릿_아메리카노(HOT),0.1838869371669354
is_weekend,카페테리아_짬뽕밥,0.18346625997291818
is_weekend,카페테리아_치즈돈까스,0.18339698989629122
season,카페테리아_카페라떼(ICE),0.1832566841618796
is_holiday_eve,미라시아_브런치 4인 패키지 ,0.1832522492053948
year,카페테리아_새우 볶음밥,0.18283565717482697
season,카페테리아_복숭아 아이스티,0.18280782062747936
is_holiday_eve,포레스트릿_아메리카노(HOT),0.1827531483160852
ski_season,라그로타_자몽리치에이드,0.18248069306362943
dayofweek,포레스트릿_치즈 핫도그,0.18244848659800328
is_holiday_eve,미라시아_미라시아 브런치 (패키지),0.1823934348123243
season,카페테리아_아메리카노(HOT),0.18235534161096567
season,카페테리아_카페라떼(HOT),0.18225672926617825
is_holiday_eve,카페테리아_어린이 돈까스,0.18219819084067515
weekofyear,담하_명인안동소주,0.1818797238426218
ski_season,미라시아_얼그레이 하이볼,0.18184871366785854
season,카페테리아_아메리카노(ICE),0.1816911016828524
weekofyear,느티나무 셀프BBQ_신라면,0.18163617990928455
is_holiday,포레스트릿_아메리카노(HOT),0.18148689804720544
quarter,미라시아_유자 하이볼,0.18135678132027
is_weekend,포레스트릿_꼬치어묵,0.18127875705525281
season,담하_(정식) 물냉면 ,0.1810344514504535
month,담하_명인안동소주,0.18056609954718789
is_holiday_after,담하_한우 떡갈비 정식,0.1803828926347389
quarter,미라시아_보일링 랍스타 플래터(덜매운맛),0.17984130253017375
dayofweek,담하_갱시기,0.1798022075643254
is_holiday,미라시아_애플망고 에이드,0.17965944499354874
is_holiday,카페테리아_공깃밥(추가),0.1793796092996559
dayofyear,느티나무 셀프BBQ_허브솔트,0.1792085898899358
quarter,연회장_로제 치즈떡볶이,0.17918112730712665
month,느티나무 셀프BBQ_허브솔트,0.17903780472424713
is_holiday,카페테리아_아메리카노(HOT),0.17873127581994672
season,포레스트릿_스프라이트,0.1785399960750527
is_holiday,담하_들깨 양지탕,0.17781852753820074
month,연회장_골뱅이무침,0.17779878475743136
year,미라시아_(오븐) 하와이안 쉬림프 피자,0.1777278667882047
is_holiday,포레스트릿_페스츄리 소시지,0.17770894165035425
is_weekend,미라시아_스텔라(무제한),0.17759579277520351
dayofyear,연회장_골뱅이무침,0.17740685879070983
is_holiday,담하_(정식) 된장찌개,0.17704604105166274
is_holiday_eve,담하_담하 한우 불고기 정식,0.1766632298676537
dayofyear,라그로타_시저 샐러드 ,0.17599713805519557
is_holiday_eve,연회장_로제 치즈떡볶이,0.17596395597970121
month,담하_한우 떡갈비 정식,0.17570603990803965
is_holiday,카페테리아_수제 등심 돈까스,0.17570127501698218
weekofyear,라그로타_해산물 토마토 스튜 파스타,0.1754710388348
ski_season,느티나무 셀프BBQ_일회용 소주컵,0.1752146170906824
is_holiday_eve,담하_(정식) 된장찌개,0.17499856165125596
is_holiday_eve,포레스트릿_카페라떼(ICE),0.17484149494245285
dayofweek,연회장_Conference M9,0.17467766643650456
dayofweek,미라시아_보일링 랍스타 플래터,0.1746583076394288
quarter,라그로타_해산물 토마토 스파게티,0.17454925154121395
dayofweek,연회장_OPUS 2,0.174503827287918
season,연회장_왕갈비치킨,0.17427721392166146
dayofweek,라그로타_AUS (200g),0.17392253901423718
season,미라시아_얼그레이 하이볼,0.1738428382156462
is_weekend,담하_(정식) 된장찌개,0.1734941539740121
is_holiday,미라시아_(화덕) 불고기 페퍼로니 반반피자,0.17275444809847423
quarter,화담숲카페_카페라떼 ICE,0.17273769294874564
is_holiday_eve,라그로타_하이네켄(생),0.17265317733865673
month,담하_봉평메밀 물냉면,0.17235402081196927
dayofweek,라그로타_양갈비 (4ps),0.17227197590542573
quarter,느티나무 셀프BBQ_잔디그늘집 의자 추가,0.17223645495843767
dayofyear,담하_한우 떡갈비 정식,0.17186330337052913
dayofyear,라그로타_해산물 토마토 스튜 파스타,0.17178491251566574
is_holiday,담하_(후식) 된장찌개,0.1716704278681504
season,연회장_매콤 무뼈닭발&계란찜,0.17154625443089563
dayofweek,연회장_Cookie Platter,0.17120486476391106
season,미라시아_글라스와인 (레드),0.17117434028050837
season,연회장_주먹밥 (2ea),0.1709771210774096
is_holiday_eve,연회장_골뱅이무침,0.17088508477163414
weekofyear,연회장_골뱅이무침,0.17079310820037177
is_holiday_eve,미라시아_쉬림프 투움바 파스타,0.17067384217387868
weekofyear,느티나무 셀프BBQ_허브솔트,0.17044002633160363
dayofweek,포레스트릿_페스츄리 소시지,0.17024452363937467
dayofyear,느티나무 셀프BBQ_잔디그늘집 의자 추가,0.17017950598231574
weekofyear,라그로타_시저 샐러드 ,0.1701131208749537
is_weekend,포레스트릿_떡볶이,0.17009983700362946
is_holiday_after,담하_한우 차돌박이 된장찌개,0.17006941643497275
dayofyear,담하_봉평메밀 물냉면,0.16989991597252066
ski_season,느티나무 셀프BBQ_육개장 사발면,0.16983923651914307
ski_season,"미라시아_(단체)브런치주중 36,000",0.16970513800908416
quarter,담하_(단체) 은이버섯 갈비탕,0.16967671823255873
dayofyear,미라시아_유자 하이볼,0.16956778077464504
is_weekend,포레스트릿_스프라이트,0.1695494008449175
month,라그로타_시저 샐러드 ,0.1694680571290028
month,라그로타_해산물 토마토 스튜 파스타,0.16931648368855412
season,담하_한우 미역국 정식,0.16894466837979033
season,카페테리아_샷 추가,0.16890836908303897
dayofweek,미라시아_보일링 랍스타 플래터(덜매운맛),0.16880699513327516
month,느티나무 셀프BBQ_잔디그늘집 의자 추가,0.16867696710946825
dayofyear,느티나무 셀프BBQ_일회용 종이컵,0.16853185115623287
is_weekend,포레스트릿_생수,0.16849879165584566
is_holiday,담하_(정식) 비빔냉면,0.1682754095852907
is_holiday_eve,포레스트릿_꼬치어묵,0.1680340755137445
is_holiday,연회장_Grand Ballroom,0.16776559986444933
season,연회장_모둠 돈육구이(3인),0.1677574027309687
is_holiday_eve,미라시아_브런치(어린이),0.16775628753532953
year,미라시아_얼그레이 하이볼,0.16775447253254616
is_holiday,미라시아_콥 샐러드,0.16763736147266248
is_weekend,라그로타_제로콜라,0.16756599518896503
dayofweek,미라시아_레인보우칵테일(알코올),0.16719196617017856
is_holiday,라그로타_하이네켄(생),0.16708200810273818
is_holiday_eve,미라시아_(오븐) 하와이안 쉬림프 피자,0.16702286388997942
is_holiday_eve,느티나무 셀프BBQ_잔디그늘집 대여료 (6인석),0.16696376545876507
is_weekend,카페테리아_단체식 13000(신),0.1669135769030473
is_weekend,카페테리아_카페라떼(ICE),0.16627194818700636
dayofweek,카페테리아_약 고추장 돌솥비빔밥,0.16621004233158926
dayofweek,포레스트릿_아메리카노(HOT),0.1660339417218133
season,화담숲카페_아메리카노 ICE,0.16578331560620999
month,담하_(단체) 은이버섯 갈비탕,0.16568045130624728
ski_season,느티나무 셀프BBQ_일회용 종이컵,0.16555719644358124
dayofyear,담하_(단체) 은이버섯 갈비탕,0.16542423060844733
month,미라시아_유자 하이볼,0.16542267118566029
weekofyear,담하_(단체) 은이버섯 갈비탕,0.1653881802147221
quarter,라그로타_해산물 토마토 스튜 파스타,0.16512367187937818
is_holiday,"느티나무 셀프BBQ_대여료 60,000원",0.16499616319983945
ski_season,연회장_OPUS 2,0.16494844452058113
is_weekend,미라시아_콥 샐러드,0.16493335576149415
is_weekend,담하_(정식) 비빔냉면,0.16460530036028143
month,느티나무 셀프BBQ_일회용 종이컵,0.16458692771766925
dayofyear,느티나무 셀프BBQ_참이슬 (단체),0.16439418233051145
dayofweek,라그로타_버섯 크림 리조또,0.16438277647354807
quarter,"미라시아_(단체)브런치주중 36,000",0.16437384380557085
is_weekend,카페테리아_짜장밥,0.16418448746633704
is_holiday_eve,카페테리아_카페라떼(HOT),0.16407849268805522
is_holiday,카페테리아_새우 볶음밥,0.16402799869379478
quarter,느티나무 셀프BBQ_친환경 접시 23cm,0.1640269786688021
dayofyear,느티나무 셀프BBQ_카스 병(단체),0.16402127630784188
is_weekend,담하_카스,0.16396071320992253
quarter,느티나무 셀프BBQ_일회용 소주컵,0.16392501793822123
is_holiday_eve,미라시아_얼그레이 하이볼,0.16375662100604488
year,담하_(후식) 된장찌개,0.1636483236803709
is_weekend,라그로타_모둠 해산물 플래터,0.1634169597952981
is_weekend,라그로타_알리오 에 올리오 ,0.16341151472365564
quarter,미라시아_잭 애플 토닉,0.16329462775820436
year,담하_(후식) 비빔냉면,0.16312253371412483
dayofweek,포레스트릿_생수,0.1628748375479502
dayofweek,카페테리아_수제 등심 돈까스,0.16280904418888975
weekofyear,느티나무 셀프BBQ_참이슬 (단체),0.16266218097117738
quarter,미라시아_(화덕) 불고기 페퍼로니 반반피자,0.16259986519718492
weekofyear,미라시아_유자 하이볼,0.16254919158079967
dayofyear,느티나무 셀프BBQ_BBQ55(단체),0.1625293747222413
dayofyear,담하_한우 우거지 국밥,0.16250530024990145
month,담하_한우 우거지 국밥,0.16249887732563234
weekofyear,느티나무 셀프BBQ_카스 병(단체),0.16217192838767633
weekofyear,담하_봉평메밀 물냉면,0.16215277338950734
is_holiday_eve,포레스트릿_치즈 핫도그,0.16213740447612016
is_holiday,포레스트릿_카페라떼(ICE),0.1620845318653745
season,미라시아_보일링 랍스타 플래터(덜매운맛),0.1620587400657408
dayofweek,카페테리아_단체식 18000(신),0.1616634901035434
weekofyear,느티나무 셀프BBQ_잔디그늘집 의자 추가,0.16163950533358587
is_holiday_eve,포레스트릿_떡볶이,0.16156389767648843
weekofyear,느티나무 셀프BBQ_BBQ55(단체),0.1611720013505875
is_holiday,카페테리아_돼지고기 김치찌개,0.16107805905624614
weekofyear,담하_한우 떡갈비 정식,0.16097121533046616
is_holiday_after,담하_(단체) 황태해장국 3/27까지,0.16055372126824463
dayofweek,카페테리아_짜장면,0.16011841125808485
month,느티나무 셀프BBQ_카스 병(단체),0.16004100130518134
dayofweek,연회장_Conference M1,0.16002560614563924
is_holiday_eve,미라시아_핑크레몬에이드,0.16000836916625008
is_holiday,포레스트릿_치즈 핫도그,0.15995093022918605
dayofyear,담하_황태해장국,0.1598842555677812
is_holiday,미라시아_(오븐) 하와이안 쉬림프 피자,0.15987159210871368
quarter,담하_들깨 양지탕,0.15984366346817097
is_holiday,라그로타_빵 추가 (1인),0.15969654631202182
is_holiday_eve,느티나무 셀프BBQ_쌈장,0.1594357563041319
month,느티나무 셀프BBQ_BBQ55(단체),0.15940913209965027
dayofweek,포레스트릿_꼬치어묵,0.1592542918902945
dayofyear,"미라시아_(단체)브런치주중 36,000",0.15921619905459095
month,느티나무 셀프BBQ_참이슬 (단체),0.15900420210994667
season,담하_처음처럼,0.15880494049800478
month,화담숲카페_아메리카노 ICE,0.158738822883701
is_weekend,화담숲카페_카페라떼 ICE,0.15870754160548295
weekofyear,"미라시아_(단체)브런치주중 36,000",0.1584845309078764
is_holiday,느티나무 셀프BBQ_육개장 사발면,0.15838112923508332
is_holiday_eve,카페테리아_수제 등심 돈까스,0.15834505509076383
is_holiday,카페테리아_짬뽕,0.15831385331508238
ski_season,미라시아_레인보우칵테일(알코올),0.15806379547435748
dayofweek,"느티나무 셀프BBQ_본삼겹 (단품,실내)",0.15788790908980782
weekofyear,담하_한우 우거지 국밥,0.157848423172853
month,담하_황태해장국,0.15782678461270916
is_weekend,카페테리아_아메리카노(HOT),0.15762929816795107
weekofyear,느티나무 셀프BBQ_일회용 종이컵,0.15720005985804406
dayofweek,카페테리아_아메리카노(ICE),0.157164324362539
