메뉴1,메뉴2,상관계수
라그로타_알리오 에 올리오 ,미라시아_보일링 랍스타 플래터(덜매운맛),0.27027093059966245
미라시아_얼그레이 하이볼,카페테리아_짜장면,0.27013309124863133
담하_(정식) 물냉면 ,담하_(후식) 비빔냉면,0.2700808471842967
라그로타_해산물 토마토 리조또,화담숲주막_단호박 식혜 ,0.27007007150452766
라그로타_한우 (200g),카페테리아_짬뽕밥,0.2700543865467281
느티나무 셀프BBQ_잔디그늘집 대여료 (6인석),포레스트릿_코카콜라,-0.27000775770729285
느티나무 셀프BBQ_콜라 (단체),담하_한우 떡갈비 정식,-0.2699567458853807
느티나무 셀프BBQ_스프라이트 (단체),연회장_Conference M8,0.2698905695549909
담하_메밀면 사리,라그로타_자몽리치에이드,0.26988165864380464
느티나무 셀프BBQ_BBQ55(단체),카페테리아_짬뽕밥,-0.26986652452637666
담하_문막 복분자 칵테일,미라시아_애플망고 에이드,0.2698582267280011
담하_(후식) 된장찌개,카페테리아_카페라떼(HOT),0.26985571363521393
카페테리아_공깃밥(추가),화담숲카페_메밀미숫가루,-0.26982887518811277
느티나무 셀프BBQ_친환경 접시 23cm,미라시아_브런치(대인) 주말,0.2696911985537505
미라시아_칠리 치즈 프라이,카페테리아_한상 삼겹구이 정식(2인) 소요시간 약 15~20분,0.2696468044894041
미라시아_브런치(어린이),연회장_Conference L2,-0.26949681087204325
라그로타_제로콜라,카페테리아_약 고추장 돌솥비빔밥,0.2694505108035667
느티나무 셀프BBQ_잔디그늘집 의자 추가,담하_명태회 비빔냉면,0.2693954511051982
"느티나무 셀프BBQ_본삼겹 (단품,실내)",연회장_공깃밥,0.26931823494204166
담하_(정식) 물냉면 ,라그로타_해산물 토마토 스튜 파스타,0.2692640111571195
라그로타_자몽리치에이드,카페테리아_치즈돈까스,0.26925364529683576
라그로타_모둠 해산물 플래터,카페테리아_한상 삼겹구이 정식(2인) 소요시간 약 15~20분,0.2692354880772013
연회장_마라샹궈,카페테리아_어린이 돈까스,0.2692344978077326
라그로타_자몽리치에이드,포레스트릿_떡볶이,0.2692041381160771
카페테리아_치즈돈까스,화담숲주막_해물파전,-0.2691988538826863
담하_콜라,담하_한우 차돌박이 된장찌개,0.26915594162650736
담하_은이버섯 갈비탕,연회장_매콤 무뼈닭발&계란찜,0.2691498729229917
느티나무 셀프BBQ_BBQ55(단체),카페테리아_약 고추장 돌솥비빔밥,-0.2691165136814282
카페테리아_짜장밥,화담숲카페_아메리카노 ICE,-0.2690137682402295
느티나무 셀프BBQ_BBQ55(단체),포레스트릿_치즈 핫도그,-0.2690075714951176
라그로타_Gls.Sileni,미라시아_핑크레몬에이드,0.26895904527828585
느티나무 셀프BBQ_일회용 종이컵,화담숲주막_단호박 식혜 ,0.26888275555675634
담하_한우 떡갈비 정식,미라시아_파스타면 추가(150g),0.26888172554748174
라그로타_자몽리치에이드,포레스트릿_꼬치어묵,0.26886300434193405
라그로타_까르보나라,포레스트릿_카페라떼(ICE),0.26883389610753694
담하_한우 떡갈비 정식,라그로타_자몽리치에이드,0.26881208853674604
미라시아_브런치(어린이),카페테리아_치즈돈까스,0.26879473601008846
담하_생목살 김치찌개,라그로타_자몽리치에이드,0.2687725475837367
느티나무 셀프BBQ_스프라이트 (단체),담하_한우 떡갈비 정식,-0.2687304871892665
포레스트릿_코카콜라,화담숲주막_찹쌀식혜,-0.268712002111269
카페테리아_수제 등심 돈까스,화담숲카페_카페라떼 ICE,-0.2686998677206489
느티나무 셀프BBQ_스프라이트 (단체),미라시아_브런치(어린이),-0.2686483829876756
포레스트릿_꼬치어묵,화담숲카페_현미뻥스크림,-0.2686283865953828
미라시아_얼그레이 하이볼,카페테리아_수제 등심 돈까스,0.2685866698600105
"느티나무 셀프BBQ_대여료 60,000원",미라시아_파스타면 추가(150g),0.26856121701418106
담하_담하 한우 불고기,카페테리아_구슬아이스크림,0.26853048756144593
느티나무 셀프BBQ_일회용 소주컵,느티나무 셀프BBQ_잔디그늘집 의자 추가,0.2684935362581033
느티나무 셀프BBQ_잔디그늘집 대여료 (12인석),화담숲주막_느린마을 막걸리,0.26839651141020515
미라시아_브런치(대인) 주말,미라시아_핑크레몬에이드,0.2682805936545402
담하_공깃밥,연회장_Convention Hall,-0.26825945740089074
미라시아_공깃밥,연회장_주먹밥 (2ea),0.268180596847398
담하_(후식) 된장찌개,미라시아_애플망고 에이드,0.2681577739234642
담하_한우 떡갈비 정식,연회장_OPUS 2,-0.26811973332257333
미라시아_콥 샐러드,카페테리아_공깃밥(추가),0.268083865216132
담하_테라,담하_한우 떡갈비 정식,0.2680715859112271
미라시아_브런치(대인) 주말,연회장_삼겹살추가 (200g),0.26802610608954663
담하_(후식) 된장찌개,미라시아_브런치(대인) 주말,0.268011314582652
느티나무 셀프BBQ_허브솔트,화담숲카페_현미뻥스크림,0.2680006456296846
포레스트릿_카페라떼(HOT),화담숲주막_느린마을 막걸리,-0.2679889186817753
포레스트릿_스프라이트,화담숲카페_카페라떼 ICE,-0.26797605234230265
느티나무 셀프BBQ_콜라 (단체),미라시아_브런치(어린이),-0.26796926292302126
포레스트릿_꼬치어묵,화담숲주막_스프라이트,-0.2679607814032813
카페테리아_짜장면,화담숲카페_아메리카노 HOT,-0.2679556940656114
포레스트릿_카페라떼(HOT),화담숲주막_참살이 막걸리,-0.2679435938926946
라그로타_해산물 토마토 리조또,화담숲주막_느린마을 막걸리,0.26792621155548557
담하_(후식) 비빔냉면,담하_더덕 한우 지짐,0.2678753681748666
담하_한우 미역국 정식,화담숲카페_아메리카노 ICE,0.2678748902541373
포레스트릿_치즈 핫도그,화담숲주막_느린마을 막걸리,-0.2678373696744336
연회장_삼겹살추가 (200g),포레스트릿_카페라떼(HOT),0.2678342182919383
라그로타_알리오 에 올리오 ,화담숲주막_느린마을 막걸리,0.267804603661663
미라시아_공깃밥,포레스트릿_떡볶이,0.26771006503393646
라그로타_제로콜라,포레스트릿_카페라떼(HOT),0.26769881996944417
미라시아_레인보우칵테일(알코올),미라시아_칠리 치즈 프라이,0.2676725747687578
카페테리아_짬뽕밥,화담숲카페_카페라떼 ICE,-0.2676523593015858
담하_(후식) 된장찌개,담하_황태해장국,0.267627905392825
"느티나무 셀프BBQ_대여료 60,000원",라그로타_모둠 해산물 플래터,0.26762448886552825
느티나무 셀프BBQ_BBQ55(단체),카페테리아_짜장밥,-0.2676242729366996
느티나무 셀프BBQ_잔디그늘집 의자 추가,화담숲주막_해물파전,0.2676221116909017
담하_갱시기,미라시아_쉬림프 투움바 파스타,0.26760836077535016
느티나무 셀프BBQ_잔디그늘집 대여료 (6인석),담하_갑오징어 비빔밥,0.26759818203374036
담하_한우 떡갈비 정식,미라시아_핑크레몬에이드,0.2675865889890537
담하_(후식) 비빔냉면,담하_명인안동소주,0.26757873242444535
미라시아_브런치(어린이),카페테리아_한상 삼겹구이 정식(2인) 소요시간 약 15~20분,0.2675608988735135
느티나무 셀프BBQ_햇반,담하_공깃밥,0.26753228552990516
담하_(단체) 황태해장국 3/27까지,연회장_Conference L1,0.26753034459464975
느티나무 셀프BBQ_참이슬 (단체),카페테리아_단체식 13000(신),0.2675182356500381
느티나무 셀프BBQ_스프라이트 (단체),연회장_Conference M1,0.26751457096848086
느티나무 셀프BBQ_BBQ55(단체),포레스트릿_아메리카노(ICE),-0.26732749494720043
느티나무 셀프BBQ_쌈장,미라시아_브런치(대인) 주말,0.26730524309943643
느티나무 셀프BBQ_BBQ55(단체),포레스트릿_카페라떼(HOT),-0.2672902637813171
느티나무 셀프BBQ_잔디그늘집 의자 추가,화담숲주막_단호박 식혜 ,0.2672382435647407
미라시아_콥 샐러드,카페테리아_짜장면,0.26723089241110703
느티나무 셀프BBQ_스프라이트 (단체),미라시아_브런치(대인) 주말,-0.26716490291139655
연회장_마라샹궈,카페테리아_돼지고기 김치찌개,0.26713990446943
포레스트릿_생수,화담숲주막_단호박 식혜 ,-0.26712903135714555
느티나무 셀프BBQ_1인 수저세트,미라시아_스프라이트,0.2671134203723105
느티나무 셀프BBQ_참이슬 (단체),미라시아_브런치(대인) 주말,-0.26711059044367547
카페테리아_진사골 설렁탕,화담숲카페_메밀미숫가루,-0.26703377637962544
라그로타_스프라이트,카페테리아_짬뽕,0.2669969295783502
라그로타_제로콜라,카페테리아_짜장면,0.2669668577299567
라그로타_그릴드 비프 샐러드,미라시아_코카콜라(제로),0.2669579798444773
라그로타_제로콜라,카페테리아_수제 등심 돈까스,0.26691922113905664
미라시아_잭 애플 토닉,연회장_삼겹살추가 (200g),0.2668570165203962
라그로타_한우 (200g),포레스트릿_카페라떼(HOT),0.26680790930269277
담하_처음처럼,담하_테라,0.2668014710404358
느티나무 셀프BBQ_카스 병(단체),연회장_Conference M1,0.26666745477072923
라그로타_모둠 해산물 플래터,화담숲주막_병천순대,0.26665061970034926
미라시아_(화덕) 불고기 페퍼로니 반반피자,미라시아_잭 애플 토닉,0.26664135232477987
담하_갱시기,포레스트릿_카페라떼(ICE),0.2665515064177883
카페테리아_짬뽕밥,화담숲주막_느린마을 막걸리,-0.26654836412587873
느티나무 셀프BBQ_허브솔트,화담숲주막_찹쌀식혜,0.26649919001855704
담하_참이슬,화담숲주막_해물파전,0.2664532331240419
카페테리아_진사골 설렁탕,화담숲주막_참살이 막걸리,-0.2664404157750187
담하_제로콜라,카페테리아_카페라떼(HOT),0.26641104930985565
라그로타_한우 (200g),포레스트릿_아메리카노(HOT),0.26629944056099747
담하_공깃밥,화담숲카페_카페라떼 ICE,0.2662943539546175
카페테리아_샷 추가,화담숲카페_아메리카노 HOT,-0.2662661339426948
느티나무 셀프BBQ_쌈장,화담숲주막_느린마을 막걸리,0.26617777915832935
카페테리아_짜장밥,화담숲주막_병천순대,-0.2661687480076192
느티나무 셀프BBQ_BBQ55(단체),미라시아_BBQ Platter,-0.2661126823731679
미라시아_코카콜라,연회장_마라샹궈,0.26608351305300276
느티나무 셀프BBQ_쌈야채세트,담하_담하 한우 불고기 정식,0.2660443815379772
라그로타_까르보나라,라그로타_모둠 해산물 플래터,0.26603716935250254
느티나무 셀프BBQ_친환경 접시 23cm,미라시아_쉬림프 투움바 파스타,0.266021928501998
담하_참이슬,화담숲주막_콜라,0.26601579350220955
라그로타_까르보나라,미라시아_스텔라(무제한),0.2660079950248234
느티나무 셀프BBQ_허브솔트,담하_한우 우거지 국밥,0.2659980464917436
카페테리아_짬뽕밥,화담숲주막_참살이 막걸리,-0.26596275350199877
라그로타_그릴드 비프 샐러드,연회장_공깃밥,0.26593604936461074
"느티나무 셀프BBQ_대여료 60,000원",느티나무 셀프BBQ_참이슬 (단체),-0.2659246474109917
"느티나무 셀프BBQ_대여료 90,000원",담하_하동 매실 칵테일,0.2659210476355852
담하_(후식) 된장찌개,라그로타_빵 추가 (1인),0.26586313491743807
미라시아_쉬림프 투움바 파스타,연회장_골뱅이무침,0.2658556084201151
느티나무 셀프BBQ_쌈장,라그로타_해산물 토마토 스파게티,0.2657921618713025
느티나무 셀프BBQ_BBQ55(단체),포레스트릿_아메리카노(HOT),-0.26579053259489593
라그로타_해산물 토마토 스튜 파스타,카페테리아_짜장면,0.26578397249254754
미라시아_쉬림프 투움바 파스타,연회장_주먹밥 (2ea),0.265775232902232
라그로타_자몽리치에이드,라그로타_해산물 토마토 리조또,0.26572194169788477
담하_꼬막 비빔밥,미라시아_브런치(대인) 주중,0.2657180109660198
미라시아_칠리 치즈 프라이,연회장_모둠 돈육구이(3인),0.26568681533994426
포레스트릿_떡볶이,화담숲주막_스프라이트,-0.2656601113801615
"느티나무 셀프BBQ_대여료 60,000원",연회장_Conference M9,-0.2656561485975796
느티나무 셀프BBQ_친환경 접시 14cm,담하_한우 우거지 국밥,0.26562150116906286
담하_더덕 한우 지짐,라그로타_버섯 크림 리조또,0.26561040102405525
라그로타_모둠 해산물 플래터,미라시아_보일링 랍스타 플래터(덜매운맛),0.2656040360581117
미라시아_BBQ Platter,연회장_Convention Hall,-0.265572955466136
느티나무 셀프BBQ_쌈야채세트,연회장_공깃밥,0.2655292123000414
담하_(정식) 된장찌개,화담숲카페_카페라떼 ICE,0.265504321360236
카페테리아_수제 등심 돈까스,화담숲주막_참살이 막걸리,-0.26542563607817243
라그로타_자몽리치에이드,카페테리아_아메리카노(ICE),0.2654052823409494
담하_(정식) 비빔냉면,미라시아_보일링 랍스타 플래터(덜매운맛),0.2653207083151713
라그로타_자몽리치에이드,포레스트릿_아메리카노(HOT),0.2652952765027712
담하_명태회 비빔냉면,미라시아_브런치(어린이),0.2652592625469404
포레스트릿_떡볶이,화담숲카페_현미뻥스크림,-0.26521457586792635
카페테리아_진사골 설렁탕,화담숲주막_느린마을 막걸리,-0.2651707601523154
담하_(후식) 비빔냉면,미라시아_스텔라(무제한),0.26512701873720845
미라시아_(화덕) 불고기 페퍼로니 반반피자,연회장_Convention Hall,-0.26510097552083633
느티나무 셀프BBQ_신라면,화담숲주막_해물파전,0.2650925414252251
미라시아_코카콜라(제로),연회장_모둠 돈육구이(3인),0.26500766704157924
"느티나무 셀프BBQ_대여료 30,000원",라그로타_빵 추가 (1인),0.2649696541880512
라그로타_Gls.Sileni,미라시아_스텔라(무제한),0.26496884099983925
연회장_골뱅이무침,카페테리아_진사골 설렁탕,0.2649623877951275
연회장_야채추가,카페테리아_짜장밥,0.26496062257099084
라그로타_스프라이트,포레스트릿_카페라떼(ICE),0.264819924737055
포레스트릿_페스츄리 소시지,화담숲주막_병천순대,-0.2647856208236802
미라시아_브런치(대인) 주말,연회장_Conference L2,-0.26477103323998785
카페테리아_수제 등심 돈까스,화담숲주막_느린마을 막걸리,-0.26472466386246746
미라시아_유자 하이볼,미라시아_칠리 치즈 프라이,0.26464642386885057
라그로타_G-Charge(3),라그로타_모둠 해산물 플래터,0.26462276676121216
연회장_OPUS 2,카페테리아_어린이 돈까스,-0.26461584780595404
담하_한우 떡갈비 정식,라그로타_Gls.Sileni,0.2645632375896046
느티나무 셀프BBQ_잔디그늘집 의자 추가,담하_공깃밥,0.264536800984566
느티나무 셀프BBQ_잔디그늘집 대여료 (12인석),카페테리아_구슬아이스크림,-0.26448359439519625
미라시아_버드와이저(무제한),화담숲주막_느린마을 막걸리,0.26447873026668356
미라시아_브런치(대인) 주말,미라시아_애플망고 에이드,0.2644708477526552
카페테리아_새우 볶음밥,화담숲카페_아메리카노 HOT,-0.2643954333615354
느티나무 셀프BBQ_잔디그늘집 의자 추가,화담숲주막_콜라,0.26436651359818936
라그로타_자몽리치에이드,카페테리아_돼지고기 김치찌개,0.2643333183156288
느티나무 셀프BBQ_허브솔트,담하_황태해장국,0.26432960323886134
미라시아_잭 애플 토닉,미라시아_칠리 치즈 프라이,0.2643090256817594
담하_(정식) 비빔냉면,미라시아_스텔라(무제한),0.2643068322713181
담하_한우 떡갈비 정식,미라시아_레인보우칵테일(알코올),0.26425751654510526
라그로타_알리오 에 올리오 ,카페테리아_짬뽕,0.264216565696135
연회장_야채추가,카페테리아_짬뽕,0.26419708589976487
연회장_야채추가,카페테리아_수제 등심 돈까스,0.26415580516419856
담하_(후식) 비빔냉면,라그로타_시저 샐러드 ,0.26411135857921963
라그로타_콜라,라그로타_해산물 토마토 스파게티,0.2641092580497235
담하_느린마을 막걸리,담하_담하 한우 불고기 정식,0.26405871721746493
담하_(후식) 물냉면,라그로타_해산물 토마토 스튜 파스타,0.26403913755601016
카페테리아_짜장밥,화담숲카페_카페라떼 ICE,-0.2640054000317475
미라시아_버드와이저(무제한),미라시아_콥 샐러드,0.2639954449344431
미라시아_얼그레이 하이볼,카페테리아_새우 볶음밥,0.26395004580568726
느티나무 셀프BBQ_콜라 (단체),연회장_Conference M8,0.26390370003259583
라그로타_한우 (200g),미라시아_보일링 랍스타 플래터(덜매운맛),0.2638971112798326
느티나무 셀프BBQ_1인 수저세트,"느티나무 셀프BBQ_대여료 90,000원",0.2638688158211145
느티나무 셀프BBQ_허브솔트,담하_명태회 비빔냉면,0.26385901380925747
카페테리아_짜장밥,화담숲카페_메밀미숫가루,-0.26385372114720995
느티나무 셀프BBQ_BBQ55(단체),연회장_Conference M9,0.26383452151809045
느티나무 셀프BBQ_일회용 종이컵,라그로타_빵 추가 (1인),0.26381829097910714
느티나무 셀프BBQ_카스 병(단체),연회장_Conference M9,0.26376531764226513
미라시아_스프라이트,미라시아_콥 샐러드,0.2637583492052736
담하_더덕 한우 지짐,화담숲주막_느린마을 막걸리,0.26375714994561544
라그로타_스프라이트,포레스트릿_카페라떼(HOT),0.26375578732292887
라그로타_모둠 해산물 플래터,화담숲주막_스프라이트,0.2637112424653085
미라시아_오븐구이 윙과 킬바사소세지,미라시아_유자 하이볼,0.2636346268861352
카페테리아_돼지고기 김치찌개,화담숲주막_해물파전,-0.2635773139461855
담하_(정식) 비빔냉면,미라시아_(오븐) 하와이안 쉬림프 피자,0.26354959692397256
느티나무 셀프BBQ_잔디그늘집 대여료 (6인석),포레스트릿_생수,-0.26354351455344494
담하_생목살 김치찌개,미라시아_브런치(어린이),0.2634969165176081
담하_한우 차돌박이 된장찌개,미라시아_브런치(어린이),0.26337691801277124
담하_참이슬,화담숲주막_느린마을 막걸리,0.2633626235427652
느티나무 셀프BBQ_쌈장,화담숲주막_병천순대,0.26333622595009765
카페테리아_공깃밥(추가),화담숲주막_느린마을 막걸리,-0.26328995019048695
연회장_야채추가,포레스트릿_아메리카노(ICE),0.2632664296158465
담하_갱시기,카페테리아_짬뽕,0.26323391731281814
미라시아_브런치(대인) 주말,연회장_Conference M8,-0.26320886480983924
라그로타_콜라,연회장_공깃밥,0.2630532197849786
느티나무 셀프BBQ_BBQ55(단체),카페테리아_단체식 13000(신),0.2630131784153125
카페테리아_진사골 설렁탕,화담숲주막_병천순대,-0.26293115847207554
미라시아_스프라이트,연회장_로제 치즈떡볶이,0.2628204771394588
연회장_Conference M1,연회장_OPUS 2,0.26274398186281916
"느티나무 셀프BBQ_대여료 90,000원","느티나무 셀프BBQ_본삼겹 (단품,실내)",0.26269521091709785
느티나무 셀프BBQ_잔디그늘집 의자 추가,라그로타_빵 추가 (1인),0.2626870150343937
느티나무 셀프BBQ_허브솔트,담하_한우 미역국 정식,0.2626187618974532
담하_담하 한우 불고기,미라시아_글라스와인 (레드),0.26260960085019
담하_더덕 한우 지짐,미라시아_보일링 랍스타 플래터,0.2625659788620195
담하_한우 떡갈비 정식,미라시아_보일링 랍스타 플래터(덜매운맛),0.26255117370608255
연회장_야채추가,카페테리아_짜장면,0.26253747902790636
느티나무 셀프BBQ_잔디그늘집 대여료 (6인석),포레스트릿_페스츄리 소시지,-0.26250261793604807
느티나무 셀프BBQ_쌈야채세트,미라시아_보일링 랍스타 플래터,0.2624996308552476
포레스트릿_꼬치어묵,화담숲주막_콜라,-0.2624336678605784
느티나무 셀프BBQ_쌈장,담하_황태해장국,0.26241574706877574
담하_더덕 한우 지짐,라그로타_해산물 토마토 스튜 파스타,0.26241159651993873
라그로타_하이네켄(생),미라시아_애플망고 에이드,0.2623545627310436
느티나무 셀프BBQ_육개장 사발면,느티나무 셀프BBQ_친환경 접시 14cm,0.2623453480127496
느티나무 셀프BBQ_잔디그늘집 대여료 (6인석),화담숲주막_콜라,0.26231387251857385
"느티나무 셀프BBQ_대여료 30,000원",연회장_Cookie Platter,-0.2622933636994409
카페테리아_공깃밥(추가),화담숲주막_참살이 막걸리,-0.2622905660745421
라그로타_그릴드 비프 샐러드,미라시아_칠리 치즈 프라이,0.2621831773018175
담하_(후식) 비빔냉면,라그로타_알리오 에 올리오 ,0.2621638401081115
미라시아_얼그레이 하이볼,카페테리아_짬뽕,0.26215256821651073
라그로타_알리오 에 올리오 ,화담숲주막_참살이 막걸리,0.2621494975772322
"느티나무 셀프BBQ_대여료 60,000원",미라시아_보일링 랍스타 플래터(덜매운맛),0.2620803633083481
라그로타_제로콜라,연회장_모둠 돈육구이(3인),0.2620299111420979
라그로타_제로콜라,카페테리아_어린이 돈까스,0.2620197112170564
담하_더덕 한우 지짐,화담숲주막_해물파전,0.2619040818495151
라그로타_해산물 토마토 스파게티,미라시아_버드와이저(무제한),0.2618852354361955
카페테리아_수제 등심 돈까스,화담숲카페_메밀미숫가루,-0.2618655974283446
담하_(정식) 비빔냉면,미라시아_잭 애플 토닉,0.26185626689284286
미라시아_브런치(대인) 주말,화담숲카페_카페라떼 ICE,0.2617900922620906
담하_참이슬,화담숲주막_병천순대,0.26179003983426385
느티나무 셀프BBQ_일회용 종이컵,담하_(후식) 된장찌개,0.26178679690469614
라그로타_알리오 에 올리오 ,포레스트릿_카페라떼(HOT),0.2617866234223893
라그로타_버섯 크림 리조또,미라시아_브런치(대인) 주말,0.261779838892279
미라시아_브런치(어린이),포레스트릿_생수,0.2616757040037899
담하_들깨 양지탕,라그로타_해산물 토마토 스파게티,0.2616643941551231
담하_갱시기,미라시아_보일링 랍스타 플래터(덜매운맛),0.2616545095081786
느티나무 셀프BBQ_신라면,화담숲주막_콜라,0.26164930376575085
담하_참이슬,화담숲주막_참살이 막걸리,0.26164905613069106
라그로타_Gls.미션 서드,미라시아_버드와이저(무제한),0.2615672330278447
미라시아_(화덕) 불고기 페퍼로니 반반피자,포레스트릿_꼬치어묵,0.26150431244890854
담하_한우 미역국 정식,라그로타_시저 샐러드 ,0.26149817519252194
미라시아_콥 샐러드,포레스트릿_아메리카노(HOT),0.2614947325713815
카페테리아_진사골 설렁탕,화담숲카페_아메리카노 ICE,-0.26146570131507596
라그로타_한우 (200g),카페테리아_치즈돈까스,0.26144476342765566
느티나무 셀프BBQ_1인 수저세트,화담숲주막_느린마을 막걸리,0.2614361310909692
미라시아_BBQ Platter,미라시아_콥 샐러드,0.26135015869269823
연회장_왕갈비치킨,카페테리아_공깃밥(추가),0.2613229398932593
느티나무 셀프BBQ_허브솔트,미라시아_파스타면 추가(150g),0.2611887805591964
라그로타_AUS (200g),연회장_모둠 돈육구이(3인),0.26116744804059405
라그로타_Gls.Sileni,라그로타_그릴드 비프 샐러드,0.26113433685878407
담하_느린마을 막걸리,라그로타_해산물 토마토 스파게티,0.261111943867683
포레스트릿_스프라이트,화담숲주막_해물파전,-0.2611115910834038
담하_갱시기,미라시아_파스타면 추가(150g),0.2611004398279544
연회장_공깃밥,카페테리아_아메리카노(ICE),0.26107659353851376
느티나무 셀프BBQ_일회용 소주컵,느티나무 셀프BBQ_잔디그늘집 대여료 (12인석),0.26097842165332596
담하_(정식) 비빔냉면,미라시아_코카콜라,0.2609754790015628
미라시아_브런치(어린이),미라시아_파스타면 추가(150g),0.26094749569926035
라그로타_알리오 에 올리오 ,화담숲주막_콜라,0.26094113888539666
라그로타_Gls.Sileni,미라시아_(화덕) 불고기 페퍼로니 반반피자,0.26093720768189793
담하_처음처럼,미라시아_BBQ Platter,0.2609201154461709
라그로타_까르보나라,카페테리아_카페라떼(ICE),0.2609120507375048
담하_꼬막 비빔밥,포레스트릿_치즈 핫도그,0.26082882304795807
담하_한우 미역국 정식,연회장_공깃밥,0.2608196732349306
담하_참이슬,화담숲주막_스프라이트,0.26077199692012626
담하_한우 미역국 정식,미라시아_핑크레몬에이드,0.260743335026478
라그로타_양갈비 (4ps),미라시아_브런치(어린이),0.26071098470996923
담하_(후식) 된장찌개,화담숲주막_스프라이트,0.260633232095434
느티나무 셀프BBQ_카스 병(단체),미라시아_애플망고 에이드,-0.2605938077716489
"느티나무 셀프BBQ_대여료 60,000원",느티나무 셀프BBQ_신라면,0.2605683491410001
연회장_공깃밥,포레스트릿_아메리카노(ICE),0.2605645252870211
"느티나무 셀프BBQ_대여료 30,000원",미라시아_미라시아 브런치 (패키지),0.26055075455514076
담하_(후식) 된장찌개,카페테리아_아메리카노(HOT),0.26053667088049126
라그로타_시저 샐러드 ,미라시아_(화덕) 불고기 페퍼로니 반반피자,0.260524397644464
미라시아_BBQ 고기추가,미라시아_애플망고 에이드,0.26050224934134547
느티나무 셀프BBQ_잔디그늘집 대여료 (12인석),카페테리아_새우튀김 우동,-0.26042034144274157
"느티나무 셀프BBQ_대여료 30,000원",미라시아_애플망고 에이드,0.2603966685606637
라그로타_까르보나라,포레스트릿_아메리카노(ICE),0.26035969656745805
카페테리아_짬뽕,화담숲주막_참살이 막걸리,-0.2603488386778602
포레스트릿_스프라이트,화담숲카페_아메리카노 HOT,-0.260340010837159
미라시아_BBQ Platter,미라시아_브런치 4인 패키지 ,0.2603389231689483
포레스트릿_떡볶이,화담숲주막_콜라,-0.26033334043629647
담하_한우 차돌박이 된장찌개,카페테리아_샷 추가,0.26028567642636546
연회장_Conference L2,연회장_OPUS 2,0.26025468939296476
담하_(후식) 된장찌개,담하_한우 미역국 정식,0.26024095874396874
연회장_야채추가,카페테리아_약 고추장 돌솥비빔밥,0.26022474345268193
느티나무 셀프BBQ_콜라 (단체),연회장_Conference M1,0.2602129100434034
담하_담하 한우 불고기,화담숲카페_아메리카노 HOT,0.26015517076146183
담하_명태회 비빔냉면,미라시아_브런치(대인) 주말,0.26007274982198664
연회장_삼겹살추가 (200g),포레스트릿_아메리카노(HOT),0.2600542161351863
라그로타_버섯 크림 리조또,포레스트릿_페스츄리 소시지,0.26002672012133027
담하_(정식) 된장찌개,미라시아_BBQ Platter,0.26001846679617974
담하_갱시기,포레스트릿_아메리카노(HOT),0.25990475146874936
연회장_야채추가,포레스트릿_아메리카노(HOT),0.2598672965824811
포레스트릿_카페라떼(HOT),화담숲주막_병천순대,-0.2598541033659878
담하_더덕 한우 지짐,미라시아_칠리 치즈 프라이,0.25985328606284036
담하_더덕 한우 지짐,화담숲주막_참살이 막걸리,0.25984225821550216
카페테리아_짬뽕,화담숲주막_느린마을 막걸리,-0.25975517160083983
담하_(정식) 물냉면 ,미라시아_(화덕) 불고기 페퍼로니 반반피자,0.2597550093335314
카페테리아_단체식 18000(신),카페테리아_짜장면,-0.2597517327478968
연회장_Convention Hall,카페테리아_단체식 13000(신),0.2597498710973761
느티나무 셀프BBQ_친환경 접시 23cm,담하_명태회 비빔냉면,0.25973896872345326
연회장_야채추가,연회장_왕갈비치킨,0.25959638139632324
라그로타_시저 샐러드 ,미라시아_오븐구이 윙과 킬바사소세지,0.25959291746367547
포레스트릿_스프라이트,화담숲주막_단호박 식혜 ,-0.2595898746250594
담하_메밀면 사리,카페테리아_구슬아이스크림,0.2595730826336343
라그로타_제로콜라,카페테리아_구슬아이스크림,0.2595145778037307
담하_한우 떡갈비 정식,라그로타_까르보나라,0.259491638853038
담하_참이슬,연회장_주먹밥 (2ea),0.2594531156428625
연회장_Conference L3,연회장_Grand Ballroom,0.259398852233286
담하_(정식) 된장찌개,담하_(후식) 비빔냉면,0.25937459033792404
담하_(정식) 물냉면 ,라그로타_양갈비 (4ps),0.2592943758095908
카페테리아_수제 등심 돈까스,화담숲카페_아메리카노 HOT,-0.2592926753091442
라그로타_그릴드 비프 샐러드,미라시아_핑크레몬에이드,0.25928916653713263
담하_스프라이트,미라시아_BBQ Platter,0.2591830756550977
담하_(정식) 물냉면 ,담하_한우 차돌박이 된장찌개,0.2591807432648026
느티나무 셀프BBQ_친환경 접시 23cm,미라시아_BBQ Platter,0.2591521575299339
라그로타_한우 (200g),카페테리아_아메리카노(HOT),0.2590732961379407
담하_갱시기,카페테리아_공깃밥(추가),0.25899486002627514
담하_(후식) 물냉면,담하_담하 한우 불고기 정식,0.25897048537781486
"느티나무 셀프BBQ_대여료 60,000원",라그로타_Gls.Sileni,0.2589052855598533
라그로타_버섯 크림 리조또,포레스트릿_카페라떼(ICE),0.2588904654528593
라그로타_Gls.미션 서드,연회장_주먹밥 (2ea),0.2588116316881408
라그로타_Gls.Sileni,연회장_공깃밥,0.2587209459003884
담하_한우 떡갈비 정식,미라시아_버드와이저(무제한),0.2585762107998496
